ts_wall,stm32_timestamp,pixhawk_timestamp,thrust1,thrust2,thrust3,thrust4,thrust5,thrust6,voltage,current,rpm,temperature,torque,load,_FORMAT
1753871168.0270803,nan,nan,1686.0,1563.0,1863.0,2147483648.0,2863.0,1104.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.0782847,nan,nan,1686.0,1565.0,1860.0,2147483648.0,2870.0,1111.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.1295314,nan,nan,1682.0,1565.0,1865.0,2147483648.0,2868.0,1117.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.1810343,nan,nan,1682.0,1578.0,1865.0,2147483648.0,2868.0,1117.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.2321618,nan,nan,1674.0,1578.0,1860.0,2147483648.0,2861.0,1117.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.2836282,nan,nan,1674.0,1572.0,1858.0,2147483648.0,2873.0,1121.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.3348086,nan,nan,1678.0,1572.0,1858.0,2147483648.0,2873.0,1113.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.38623,nan,nan,1678.0,1582.0,1858.0,2147483648.0,2873.0,1113.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.437108,nan,nan,1681.0,1582.0,1854.0,2147483648.0,2890.0,1103.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.4884777,nan,nan,1680.0,1581.0,1858.0,2147483648.0,2886.0,1089.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.5407276,nan,nan,1680.0,1564.0,1858.0,2147483648.0,2886.0,1089.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.5919018,nan,nan,1680.0,1564.0,1863.0,2147483648.0,2884.0,1089.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.6429303,nan,nan,1671.0,1582.0,1863.0,2147483648.0,2883.0,1089.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.6942267,nan,nan,1679.0,1582.0,1863.0,2147483648.0,2883.0,1092.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.7455437,nan,nan,1679.0,1591.0,1863.0,2147483648.0,2883.0,1092.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.7968476,nan,nan,1679.0,1591.0,1858.0,2147483648.0,2863.0,1106.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.8476987,nan,nan,1679.0,1589.0,1858.0,2147483648.0,2863.0,1106.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.8990717,nan,nan,1674.0,1584.0,1858.0,2147483648.0,2848.0,1108.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871168.9506955,nan,nan,1674.0,1584.0,1867.0,2147483648.0,2861.0,1108.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.001889,nan,nan,1678.0,1590.0,1867.0,2147483648.0,2861.0,1107.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.0532563,nan,nan,1678.0,1590.0,1860.0,2147483648.0,2872.0,1107.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.1049137,nan,nan,1676.0,1582.0,1860.0,2147483648.0,2870.0,1116.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.1567688,nan,nan,1676.0,1582.0,1852.0,2147483648.0,2870.0,1116.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.2084131,nan,nan,1675.0,1566.0,1852.0,2147483648.0,2870.0,1116.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.2598214,nan,nan,1675.0,1566.0,1861.0,2147483648.0,2869.0,1115.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.3108926,nan,nan,1682.0,1563.0,1870.0,2147483648.0,2864.0,1116.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.3619673,nan,nan,1682.0,1556.0,1870.0,2147483648.0,2864.0,1116.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.413062,nan,nan,1681.0,1556.0,1871.0,2147483648.0,2865.0,1116.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.464361,nan,nan,1681.0,1556.0,1871.0,2147483648.0,2865.0,1114.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.5153372,nan,nan,1671.0,1571.0,1875.0,2147483648.0,2866.0,1134.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.5664444,nan,nan,1680.0,1572.0,1875.0,2147483648.0,2866.0,1134.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.6182148,nan,nan,1680.0,1572.0,1865.0,2147483648.0,2870.0,1134.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.6704218,nan,nan,1680.0,1571.0,1865.0,2147483648.0,2870.0,1134.0,47.599998474121094,0.0,0.0,35.0,nan,nan,<14f
1753871169.7215867,nan,nan,1677.0,1565.0,1861.0,2147483648.0,2865.0,1119.0,47.70000076293945,2.0,1346.0,35.0,nan,nan,<14f
1753871169.7731364,nan,nan,1665.0,1565.0,1864.0,2147483648.0,2875.0,1119.0,47.70000076293945,2.0,1346.0,35.0,nan,nan,<14f
1753871169.8250527,nan,nan,1665.0,1572.0,1864.0,2147483648.0,2875.0,1120.0,47.70000076293945,2.0,1346.0,35.0,nan,nan,<14f
1753871169.876603,nan,nan,1665.0,1572.0,1864.0,2147483648.0,2884.0,1120.0,47.70000076293945,2.0,1346.0,35.0,nan,nan,<14f
1753871169.9277468,nan,nan,1665.0,1580.0,1860.0,2147483648.0,2870.0,1119.0,47.599998474121094,1.600000023841858,1281.0,35.0,nan,nan,<14f
1753871169.978948,nan,nan,1665.0,1580.0,1844.0,2147483648.0,2870.0,1108.0,47.599998474121094,1.600000023841858,1281.0,35.0,nan,nan,<14f
1753871170.0304623,nan,nan,1665.0,1574.0,1844.0,2147483648.0,2870.0,1108.0,47.599998474121094,1.600000023841858,1281.0,35.0,nan,nan,<14f
1753871170.0815022,nan,nan,1665.0,1574.0,1854.0,2147483648.0,2864.0,1104.0,47.599998474121094,1.600000023841858,1281.0,35.0,nan,nan,<14f
