ts_wall,time_stm32,time_px4,time_gps,load1,load2,load3,load4,load5,load6,thrust,torque,voltage,current,rpm,temperature,_FORMAT
1753281754.5385113,24.059078216552734,12.379240036010742,22.687484741210938,17.864709854125977,29.274721145629883,17.521677017211914,19.899080276489258,9.262870788574219,15.438477516174316,23.686962127685547,24.99069595336914,29.457748413085938,9.728139877319336,14.491767883300781,10.567063331604004,<15f
1753281754.5723593,23.492895126342773,17.749919891357422,1.7958990335464478,6.314275741577148,13.599150657653809,8.39793872833252,11.642873764038086,19.96331024169922,21.81254005432129,9.8480863571167,2.6702728271484375,13.778562545776367,0.8842898011207581,3.3532979488372803,17.216075897216797,<15f
1753281754.6230743,1.2331970930099487,24.030385971069336,2.277611494064331,20.29329490661621,13.828866958618164,19.361425399780273,29.171337127685547,10.593612670898438,1.0598448514938354,0.3218640387058258,17.824817657470703,26.469284057617188,13.978919982910156,2.805983304977417,5.837019920349121,<15f
1753281754.6732423,27.9091796875,29.980098724365234,6.681276321411133,20.209636688232422,16.064849853515625,3.9028613567352295,9.13239574432373,29.82815170288086,26.233928680419922,3.1038951873779297,18.096675872802734,5.84799861907959,24.838327407836914,12.552416801452637,26.910554885864258,<15f
1753281754.7238593,0.2209218144416809,22.768766403198242,18.41594696044922,21.10463523864746,29.177265167236328,22.873924255371094,10.804178237915039,9.195911407470703,1.4940098524093628,22.706640243530273,19.5390567779541,24.587886810302734,6.589273929595947,0.8541258573532104,3.8502085208892822,<15f
1753281754.774123,26.90575408935547,23.40044403076172,20.26139259338379,11.554935455322266,28.123680114746094,10.273079872131348,24.145421981811523,25.644210815429688,18.26076889038086,14.410799980163574,8.91486930847168,3.3805267810821533,2.8501651287078857,5.217003345489502,23.44550895690918,<15f
1753281754.8246708,14.274335861206055,10.468338012695312,6.619996547698975,19.362592697143555,9.354682922363281,18.028169631958008,24.39293670654297,26.343223571777344,28.096694946289062,16.90633773803711,16.64557647705078,1.7344228029251099,9.155094146728516,15.715326309204102,0.788404643535614,<15f
1753281754.875013,9.480549812316895,16.1771240234375,12.077191352844238,16.513900756835938,5.372456073760986,7.552422046661377,9.688788414001465,9.296170234680176,27.61235237121582,2.7921063899993896,17.615921020507812,29.618675231933594,16.771793365478516,8.478978157043457,29.358932495117188,<15f
1753281754.925469,9.137802124023438,28.585079193115234,24.16790008544922,17.674808502197266,25.277130126953125,5.397011756896973,27.781131744384766,7.73098611831665,28.567638397216797,2.347317695617676,15.206704139709473,21.189542770385742,1.5644397735595703,28.61113739013672,17.38022804260254,<15f
1753281754.9756258,29.4455623626709,7.761459827423096,1.814035415649414,26.56587028503418,25.754159927368164,15.347578048706055,11.917503356933594,16.565099716186523,3.4598333835601807,6.758432388305664,15.846480369567871,16.556631088256836,17.418636322021484,5.635769367218018,5.7185893058776855,<15f
1753281755.026272,27.28706169128418,25.174400329589844,4.245774745941162,19.855485916137695,22.676240921020508,6.448461055755615,9.366902351379395,19.273372650146484,25.967527389526367,24.776737213134766,28.239303588867188,26.427204132080078,0.03529367223381996,15.231725692749023,23.678016662597656,<15f
1753281755.0765433,29.821569442749023,9.376105308532715,9.347044944763184,12.777190208435059,15.539253234863281,5.709814548492432,18.921772003173828,20.53118896484375,1.3881075382232666,2.3969016075134277,1.7666250467300415,1.7961920499801636,7.137279510498047,11.910080909729004,28.1115779876709,<15f
1753281755.1268294,20.813425064086914,11.271921157836914,6.193631649017334,3.453763008117676,12.864166259765625,7.007784843444824,24.758039474487305,20.62393569946289,20.21358871459961,6.815149307250977,15.618008613586426,14.138015747070312,9.640497207641602,22.785953521728516,5.708793640136719,<15f
