ts_wall,time_stm32,time_px4,time_gps,load1,load2,load3,load4,load5,load6,thrust,torque,voltage,current,rpm,temperature,_FORMAT
1753329945.2205129,3.543839454650879,15.260005950927734,16.50937271118164,8.093792915344238,8.608131408691406,13.962638854980469,21.79794692993164,3.2657978534698486,3.2151870727539062,1.9569787979125977,4.968886852264404,25.601415634155273,12.661959648132324,18.726655960083008,21.62291717529297,<15f
1753329945.2714489,12.623395919799805,1.5368143320083618,22.384136199951172,16.32498550415039,11.88642406463623,25.241165161132812,17.130367279052734,11.661638259887695,3.970717668533325,17.319019317626953,4.778770923614502,4.22760534286499,13.72956657409668,24.19755744934082,28.696226119995117,<15f
1753329945.321768,10.883708000183105,27.087427139282227,24.221920013427734,24.858375549316406,21.495386123657227,0.5772454142570496,17.618005752563477,1.5227512121200562,3.8721349239349365,12.308489799499512,6.515108585357666,13.622160911560059,21.928083419799805,10.974905014038086,12.327335357666016,<15f
1753329945.3721948,25.793519973754883,14.976194381713867,8.065580368041992,26.327960968017578,25.658632278442383,2.234849691390991,1.952140212059021,23.582691192626953,13.473258018493652,28.524492263793945,10.367002487182617,18.84441375732422,22.440828323364258,1.9314508438110352,3.355485439300537,<15f
1753329945.4229212,14.90615177154541,2.552720069885254,5.103281021118164,9.699440956115723,25.103845596313477,28.931364059448242,15.317110061645508,10.310036659240723,1.0265586376190186,4.272975444793701,24.748823165893555,0.2181635946035385,28.951488494873047,12.232919692993164,20.181884765625,<15f
1753329945.4738593,14.091647148132324,0.5190160274505615,7.448913097381592,23.192035675048828,4.2947258949279785,9.221437454223633,24.777347564697266,25.68985939025879,0.6613105535507202,24.185226440429688,1.7282464504241943,7.1736626625061035,14.781425476074219,25.564470291137695,17.66923713684082,<15f
1753329945.5245335,24.9259033203125,14.150856018066406,27.86054229736328,7.993483543395996,24.31785774230957,11.070436477661133,6.483819484710693,16.12294578552246,3.0654211044311523,11.876007080078125,10.228763580322266,1.6418278217315674,12.383052825927734,12.132442474365234,8.036498069763184,<15f
1753329945.57526,12.7249174118042,5.500288963317871,18.889827728271484,29.68609619140625,3.658334970474243,15.282681465148926,17.16802406311035,28.700538635253906,1.8947676420211792,1.4904764890670776,9.771553993225098,6.459468364715576,3.6986706256866455,12.943058967590332,12.625551223754883,<15f
1753329945.6259007,27.562158584594727,15.496896743774414,9.453583717346191,6.119967460632324,25.93892478942871,10.221221923828125,15.002971649169922,25.463485717773438,5.450130939483643,15.76568603515625,6.055243492126465,18.94812774658203,29.472148895263672,5.591081142425537,22.421768188476562,<15f
1753329945.676496,26.701885223388672,28.231496810913086,10.622214317321777,2.164747953414917,21.105371475219727,27.312692642211914,2.8056371212005615,4.468889236450195,28.015947341918945,21.63300323486328,23.288000106811523,26.532690048217773,1.1862969398498535,13.389532089233398,17.123714447021484,<15f
1753329945.7360466,12.709073066711426,23.61407470703125,19.343894958496094,21.904327392578125,7.732150554656982,22.299287796020508,23.215425491333008,2.898293972015381,0.29794347286224365,16.540067672729492,1.3851218223571777,2.5572969913482666,17.332656860351562,8.860112190246582,21.454177856445312,<15f
1753329945.7864363,23.93697738647461,16.729473114013672,15.554865837097168,15.711965560913086,2.3096325397491455,24.739791870117188,6.474667072296143,15.524491310119629,10.470569610595703,3.1004936695098877,11.370619773864746,20.225149154663086,22.64098358154297,25.829010009765625,26.43492889404297,<15f
1753329945.8368843,14.928105354309082,4.021511554718018,12.350861549377441,24.361913681030273,19.850141525268555,13.517339706420898,25.564769744873047,26.170103073120117,16.38456153869629,29.947620391845703,20.518693923950195,6.174447536468506,20.21788215637207,1.2052587270736694,6.4615302085876465,<15f
1753329945.8877263,20.24637222290039,21.995914459228516,17.816099166870117,16.52252769470215,14.168729782104492,9.828946113586426,27.22556495666504,11.257262229919434,6.452916622161865,23.380840301513672,15.480690956115723,3.62705135345459,2.3716378211975098,29.662485122680664,28.562660217285156,<15f
1753329945.939183,3.6889216899871826,14.188652992248535,28.521665573120117,13.475184440612793,28.972280502319336,10.202738761901855,29.84990882873535,0.31672608852386475,15.003929138183594,21.656375885009766,4.5214643478393555,29.556053161621094,27.170682907104492,0.3953891396522522,18.504154205322266,<15f
1753329945.9898932,19.235647201538086,19.92015266418457,19.348182678222656,25.637189865112305,16.809738159179688,9.951177597045898,24.61379051208496,1.5310198068618774,1.8009392023086548,1.9328007698059082,9.362846374511719,9.775054931640625,26.800342559814453,7.601465225219727,12.4641695022583,<15f
1753329946.040486,20.925662994384766,23.138757705688477,21.579076766967773,18.41297721862793,7.658410549163818,3.091723680496216,28.1826114654541,25.103696823120117,2.887418031692505,18.587013244628906,7.965233325958252,7.749798774719238,29.728580474853516,18.44609260559082,13.773094177246094,<15f
1753329946.0909758,26.129470825195312,21.699251174926758,26.151227951049805,17.42889404296875,24.811195373535156,4.244111061096191,29.541645050048828,20.461429595947266,29.693958282470703,17.933713912963867,13.30095386505127,13.542285919189453,18.56542205810547,16.94791603088379,2.248652458190918,<15f
